
=== ACCESOS PANEL — ZIMO ===
Producto,"Panel URL",Rol,"Nombre rol",Email,Contraseña,Notas
ZIMO,https://admin.appzimo.com,admin_total,"Admin Total",admin@zimo.app,PdP-Zimo-RBAC-2026!,"Creado por AdminRbacMockUsersSeeder; políticas vía AdminRbacMatrixSeeder"
ZIMO,https://admin.appzimo.com,contabilidad,Contabilidad,contabilidad@zimo.app,PdP-Zimo-RBAC-2026!,"Creado por AdminRbacMockUsersSeeder; políticas vía AdminRbacMatrixSeeder"
ZIMO,https://admin.appzimo.com,socio,Socio,socio@zimo.app,PdP-Zimo-RBAC-2026!,"Creado por AdminRbacMockUsersSeeder; políticas vía AdminRbacMatrixSeeder"
ZIMO,https://admin.appzimo.com,desarrollador,Desarrollador,desarrollador@zimo.app,PdP-Zimo-RBAC-2026!,"Creado por AdminRbacMockUsersSeeder; políticas vía AdminRbacMatrixSeeder"
ZIMO,https://admin.appzimo.com,aprobaciones,Aprobaciones,aprobaciones@zimo.app,PdP-Zimo-RBAC-2026!,"Creado por AdminRbacMockUsersSeeder; políticas vía AdminRbacMatrixSeeder"
ZIMO,https://admin.appzimo.com,soporte,Soporte,soporte@zimo.app,PdP-Zimo-RBAC-2026!,"Creado por AdminRbacMockUsersSeeder; políticas vía AdminRbacMatrixSeeder"
ZIMO,https://admin.appzimo.com,marketing,Marketing,marketing@zimo.app,PdP-Zimo-RBAC-2026!,"Creado por AdminRbacMockUsersSeeder; políticas vía AdminRbacMatrixSeeder"


=== ACCESOS PANEL — XISTI ===
Producto,"Panel URL",Rol,"Nombre rol",Email,Contraseña,Notas
XISTI,https://admin.xistiapp.com,admin_total,"Admin Total",admin@xistiapp.com,PdP-Xisti-RBAC-2026!,"Creado por AdminRbacMockUsersSeeder; políticas vía AdminRbacMatrixSeeder"
XISTI,https://admin.xistiapp.com,contabilidad,Contabilidad,contabilidad@xistiapp.com,PdP-Xisti-RBAC-2026!,"Creado por AdminRbacMockUsersSeeder; políticas vía AdminRbacMatrixSeeder"
XISTI,https://admin.xistiapp.com,socio,Socio,socio@xistiapp.com,PdP-Xisti-RBAC-2026!,"Creado por AdminRbacMockUsersSeeder; políticas vía AdminRbacMatrixSeeder"
XISTI,https://admin.xistiapp.com,desarrollador,Desarrollador,desarrollador@xistiapp.com,PdP-Xisti-RBAC-2026!,"Creado por AdminRbacMockUsersSeeder; políticas vía AdminRbacMatrixSeeder"
XISTI,https://admin.xistiapp.com,aprobaciones,Aprobaciones,aprobaciones@xistiapp.com,PdP-Xisti-RBAC-2026!,"Creado por AdminRbacMockUsersSeeder; políticas vía AdminRbacMatrixSeeder"
XISTI,https://admin.xistiapp.com,soporte,Soporte,soporte@xistiapp.com,PdP-Xisti-RBAC-2026!,"Creado por AdminRbacMockUsersSeeder; políticas vía AdminRbacMatrixSeeder"
XISTI,https://admin.xistiapp.com,marketing,Marketing,marketing@xistiapp.com,PdP-Xisti-RBAC-2026!,"Creado por AdminRbacMockUsersSeeder; políticas vía AdminRbacMatrixSeeder"


=== CATÁLOGO DE SECCIONES ===
Producto,Modulo,Seccion,Virtual,Diferido
ZIMO,api-keys,"API keys",1,0
ZIMO,app-version-setting,"Versión de la app",0,0
ZIMO,audit-logs,Auditoría,1,0
ZIMO,cash-out-list,"Retiros (cash-out)",0,0
ZIMO,coupon-deals,"Cupones / deals",0,1
ZIMO,customer-list,Clientes,0,0
ZIMO,dashboard,Dashboard,1,0
ZIMO,driver-documents,"Documentos requeridos",0,0
ZIMO,drivers-moderation,"Moderación de conductores",0,0
ZIMO,earning-report,"Reporte de ganancias",0,0
ZIMO,email-templates,"Plantillas de email",0,0
ZIMO,geo-fencing-list,Geo-fencing,0,0
ZIMO,gods-view,"God's View",0,0
ZIMO,heat-map,"Mapa de calor",0,0
ZIMO,pending-delivery-person-list,"Repartidores pendientes",0,0
ZIMO,pending-provider-list,"Proveedores pendientes (legacy)",1,0
ZIMO,pending-transport-provider-list,"Conductores pendientes",0,0
ZIMO,promotions,Promociones,0,1
ZIMO,push-notification,"Notificaciones push",0,0
ZIMO,referral-history,Referidos,0,0
ZIMO,report-issue,"Reportar problema",0,0
ZIMO,ride-list,Viajes,0,0
ZIMO,search-radius,"Radio de búsqueda",0,0
ZIMO,security,Seguridad,1,0
ZIMO,service-settings,"Configuración de servicio",0,0
ZIMO,site-setting,"Configuración del sitio",0,0
ZIMO,sos-list,SOS,0,0
ZIMO,support-page-list,"Páginas de soporte",0,0
ZIMO,transport-providers-list,"Conductores (aprobados)",0,0
ZIMO,vehicle-commission-rates,"Comisiones por vehículo",0,0
ZIMO,vehicle-services,"Servicios de vehículo",0,0
ZIMO,vehicle-type,"Tipos de vehículo",0,0
ZIMO,world-currency-list,Monedas,0,0


=== MATRIZ COMPLETA — ZIMO (todos los roles × todas las secciones) ===
Producto,Rol,Modulo,Seccion,En_Menu,Ver,Crear,Editar,Eliminar,Aprobar,Exportar,Configurar,Virtual,Diferido
ZIMO,socio,report-issue,"Reportar problema",0,0,0,0,0,0,0,0,0,0
ZIMO,socio,ride-list,Viajes,1,1,0,1,0,0,0,0,0,0
ZIMO,socio,search-radius,"Radio de búsqueda",0,0,0,0,0,0,0,0,0,0
ZIMO,socio,security,Seguridad,0,0,0,0,0,0,0,0,1,0
ZIMO,socio,service-settings,"Configuración de servicio",0,0,0,0,0,0,0,0,0,0
ZIMO,socio,site-setting,"Configuración del sitio",0,0,0,0,0,0,0,0,0,0
ZIMO,socio,sos-list,SOS,0,0,0,0,0,0,0,0,0,0
ZIMO,socio,support-page-list,"Páginas de soporte",0,0,0,0,0,0,0,0,0,0
ZIMO,socio,transport-providers-list,"Conductores (aprobados)",1,1,0,1,0,0,0,0,0,0
ZIMO,socio,vehicle-commission-rates,"Comisiones por vehículo",0,0,0,0,0,0,0,0,0,0
ZIMO,socio,vehicle-services,"Servicios de vehículo",0,0,0,0,0,0,0,0,0,0
ZIMO,socio,vehicle-type,"Tipos de vehículo",0,0,0,0,0,0,0,0,0,0
ZIMO,socio,world-currency-list,Monedas,0,0,0,0,0,0,0,0,0,0
ZIMO,desarrollador,api-keys,"API keys",0,1,0,0,0,0,0,1,1,0
ZIMO,desarrollador,app-version-setting,"Versión de la app",1,1,0,0,0,0,0,1,0,0
ZIMO,desarrollador,audit-logs,Auditoría,0,1,0,0,0,0,0,1,1,0
ZIMO,desarrollador,cash-out-list,"Retiros (cash-out)",0,0,0,0,0,0,0,0,0,0
ZIMO,desarrollador,coupon-deals,"Cupones / deals",0,0,0,0,0,0,0,0,0,1
ZIMO,desarrollador,customer-list,Clientes,0,0,0,0,0,0,0,0,0,0
ZIMO,desarrollador,dashboard,Dashboard,0,1,0,0,0,0,0,1,1,0
ZIMO,desarrollador,driver-documents,"Documentos requeridos",0,0,0,0,0,0,0,0,0,0
ZIMO,desarrollador,drivers-moderation,"Moderación de conductores",0,0,0,0,0,0,0,0,0,0
ZIMO,desarrollador,earning-report,"Reporte de ganancias",0,0,0,0,0,0,0,0,0,0
ZIMO,desarrollador,email-templates,"Plantillas de email",0,0,0,0,0,0,0,0,0,0
ZIMO,desarrollador,geo-fencing-list,Geo-fencing,0,0,0,0,0,0,0,0,0,0
ZIMO,desarrollador,gods-view,"God's View",0,0,0,0,0,0,0,0,0,0
ZIMO,desarrollador,heat-map,"Mapa de calor",0,0,0,0,0,0,0,0,0,0
ZIMO,desarrollador,pending-delivery-person-list,"Repartidores pendientes",0,0,0,0,0,0,0,0,0,0
ZIMO,desarrollador,pending-provider-list,"Proveedores pendientes (legacy)",0,0,0,0,0,0,0,0,1,0
ZIMO,desarrollador,pending-transport-provider-list,"Conductores pendientes",0,0,0,0,0,0,0,0,0,0
ZIMO,desarrollador,promotions,Promociones,0,0,0,0,0,0,0,0,0,1
ZIMO,desarrollador,push-notification,"Notificaciones push",1,1,0,0,0,0,0,1,0,0
ZIMO,desarrollador,referral-history,Referidos,0,0,0,0,0,0,0,0,0,0
ZIMO,desarrollador,report-issue,"Reportar problema",0,0,0,0,0,0,0,0,0,0
ZIMO,desarrollador,ride-list,Viajes,0,0,0,0,0,0,0,0,0,0
ZIMO,desarrollador,search-radius,"Radio de búsqueda",0,0,0,0,0,0,0,0,0,0
ZIMO,desarrollador,security,Seguridad,0,1,0,0,0,0,0,1,1,0
ZIMO,desarrollador,service-settings,"Configuración de servicio",0,0,0,0,0,0,0,0,0,0
ZIMO,desarrollador,site-setting,"Configuración del sitio",1,1,0,0,0,0,0,1,0,0
ZIMO,desarrollador,sos-list,SOS,0,0,0,0,0,0,0,0,0,0
ZIMO,desarrollador,support-page-list,"Páginas de soporte",1,1,0,0,0,0,0,1,0,0
ZIMO,desarrollador,transport-providers-list,"Conductores (aprobados)",0,0,0,0,0,0,0,0,0,0
ZIMO,desarrollador,vehicle-commission-rates,"Comisiones por vehículo",0,0,0,0,0,0,0,0,0,0
ZIMO,desarrollador,vehicle-services,"Servicios de vehículo",0,0,0,0,0,0,0,0,0,0
ZIMO,desarrollador,vehicle-type,"Tipos de vehículo",0,0,0,0,0,0,0,0,0,0
ZIMO,desarrollador,world-currency-list,Monedas,0,0,0,0,0,0,0,0,0,0
ZIMO,aprobaciones,api-keys,"API keys",0,0,0,0,0,0,0,0,1,0
ZIMO,aprobaciones,app-version-setting,"Versión de la app",0,0,0,0,0,0,0,0,0,0
ZIMO,aprobaciones,audit-logs,Auditoría,0,0,0,0,0,0,0,0,1,0
ZIMO,aprobaciones,cash-out-list,"Retiros (cash-out)",0,0,0,0,0,0,0,0,0,0
ZIMO,aprobaciones,coupon-deals,"Cupones / deals",0,0,0,0,0,0,0,0,0,1
ZIMO,aprobaciones,customer-list,Clientes,0,0,0,0,0,0,0,0,0,0
ZIMO,aprobaciones,dashboard,Dashboard,0,1,0,0,0,1,0,0,1,0
ZIMO,aprobaciones,driver-documents,"Documentos requeridos",1,1,0,0,0,1,0,0,0,0
ZIMO,aprobaciones,drivers-moderation,"Moderación de conductores",1,1,0,0,0,1,0,0,0,0
ZIMO,aprobaciones,earning-report,"Reporte de ganancias",0,0,0,0,0,0,0,0,0,0
ZIMO,aprobaciones,email-templates,"Plantillas de email",0,0,0,0,0,0,0,0,0,0
ZIMO,aprobaciones,geo-fencing-list,Geo-fencing,0,0,0,0,0,0,0,0,0,0
ZIMO,aprobaciones,gods-view,"God's View",0,0,0,0,0,0,0,0,0,0
ZIMO,aprobaciones,heat-map,"Mapa de calor",0,0,0,0,0,0,0,0,0,0
ZIMO,aprobaciones,pending-delivery-person-list,"Repartidores pendientes",1,1,0,0,0,1,0,0,0,0
ZIMO,aprobaciones,pending-provider-list,"Proveedores pendientes (legacy)",0,0,0,0,0,0,0,0,1,0
ZIMO,aprobaciones,pending-transport-provider-list,"Conductores pendientes",1,1,0,0,0,1,0,0,0,0
ZIMO,aprobaciones,promotions,Promociones,0,0,0,0,0,0,0,0,0,1
ZIMO,aprobaciones,push-notification,"Notificaciones push",0,0,0,0,0,0,0,0,0,0
ZIMO,aprobaciones,referral-history,Referidos,0,0,0,0,0,0,0,0,0,0
ZIMO,aprobaciones,report-issue,"Reportar problema",0,0,0,0,0,0,0,0,0,0
ZIMO,aprobaciones,ride-list,Viajes,0,0,0,0,0,0,0,0,0,0
ZIMO,aprobaciones,search-radius,"Radio de búsqueda",0,0,0,0,0,0,0,0,0,0
ZIMO,aprobaciones,security,Seguridad,0,0,0,0,0,0,0,0,1,0
ZIMO,aprobaciones,service-settings,"Configuración de servicio",0,0,0,0,0,0,0,0,0,0
ZIMO,aprobaciones,site-setting,"Configuración del sitio",0,0,0,0,0,0,0,0,0,0
ZIMO,aprobaciones,sos-list,SOS,0,0,0,0,0,0,0,0,0,0
ZIMO,aprobaciones,support-page-list,"Páginas de soporte",0,0,0,0,0,0,0,0,0,0
ZIMO,aprobaciones,transport-providers-list,"Conductores (aprobados)",1,1,0,0,0,1,0,0,0,0
ZIMO,aprobaciones,vehicle-commission-rates,"Comisiones por vehículo",0,0,0,0,0,0,0,0,0,0
ZIMO,aprobaciones,vehicle-services,"Servicios de vehículo",0,0,0,0,0,0,0,0,0,0
ZIMO,aprobaciones,vehicle-type,"Tipos de vehículo",0,0,0,0,0,0,0,0,0,0
ZIMO,aprobaciones,world-currency-list,Monedas,0,0,0,0,0,0,0,0,0,0
ZIMO,soporte,api-keys,"API keys",0,0,0,0,0,0,0,0,1,0
ZIMO,soporte,app-version-setting,"Versión de la app",0,0,0,0,0,0,0,0,0,0
ZIMO,soporte,audit-logs,Auditoría,0,0,0,0,0,0,0,0,1,0
ZIMO,soporte,cash-out-list,"Retiros (cash-out)",0,0,0,0,0,0,0,0,0,0
ZIMO,soporte,coupon-deals,"Cupones / deals",0,0,0,0,0,0,0,0,0,1
ZIMO,soporte,customer-list,Clientes,1,1,1,1,0,0,0,0,0,0
ZIMO,soporte,dashboard,Dashboard,0,1,1,1,0,0,0,0,1,0
ZIMO,soporte,driver-documents,"Documentos requeridos",0,0,0,0,0,0,0,0,0,0
ZIMO,soporte,drivers-moderation,"Moderación de conductores",0,0,0,0,0,0,0,0,0,0
ZIMO,soporte,earning-report,"Reporte de ganancias",0,0,0,0,0,0,0,0,0,0
ZIMO,soporte,email-templates,"Plantillas de email",0,0,0,0,0,0,0,0,0,0
ZIMO,soporte,geo-fencing-list,Geo-fencing,0,0,0,0,0,0,0,0,0,0
ZIMO,soporte,gods-view,"God's View",0,0,0,0,0,0,0,0,0,0
ZIMO,soporte,heat-map,"Mapa de calor",0,0,0,0,0,0,0,0,0,0
ZIMO,soporte,pending-delivery-person-list,"Repartidores pendientes",0,0,0,0,0,0,0,0,0,0
ZIMO,soporte,pending-provider-list,"Proveedores pendientes (legacy)",0,0,0,0,0,0,0,0,1,0
ZIMO,soporte,pending-transport-provider-list,"Conductores pendientes",0,0,0,0,0,0,0,0,0,0
ZIMO,soporte,promotions,Promociones,0,0,0,0,0,0,0,0,0,1
ZIMO,soporte,push-notification,"Notificaciones push",1,1,1,1,0,0,0,0,0,0
ZIMO,soporte,referral-history,Referidos,0,0,0,0,0,0,0,0,0,0
ZIMO,soporte,report-issue,"Reportar problema",1,1,1,1,0,0,0,0,0,0
ZIMO,soporte,ride-list,Viajes,1,1,1,1,0,0,0,0,0,0
ZIMO,soporte,search-radius,"Radio de búsqueda",0,0,0,0,0,0,0,0,0,0
ZIMO,soporte,security,Seguridad,0,0,0,0,0,0,0,0,1,0
ZIMO,soporte,service-settings,"Configuración de servicio",0,0,0,0,0,0,0,0,0,0
ZIMO,soporte,site-setting,"Configuración del sitio",0,0,0,0,0,0,0,0,0,0
ZIMO,soporte,sos-list,SOS,1,1,1,1,0,0,0,0,0,0
ZIMO,soporte,support-page-list,"Páginas de soporte",1,1,1,1,0,0,0,0,0,0
ZIMO,soporte,transport-providers-list,"Conductores (aprobados)",1,1,1,1,0,0,0,0,0,0
ZIMO,soporte,vehicle-commission-rates,"Comisiones por vehículo",0,0,0,0,0,0,0,0,0,0
ZIMO,soporte,vehicle-services,"Servicios de vehículo",0,0,0,0,0,0,0,0,0,0
ZIMO,soporte,vehicle-type,"Tipos de vehículo",0,0,0,0,0,0,0,0,0,0
ZIMO,soporte,world-currency-list,Monedas,0,0,0,0,0,0,0,0,0,0
ZIMO,marketing,api-keys,"API keys",0,0,0,0,0,0,0,0,1,0
ZIMO,marketing,app-version-setting,"Versión de la app",0,0,0,0,0,0,0,0,0,0
ZIMO,marketing,audit-logs,Auditoría,0,0,0,0,0,0,0,0,1,0
ZIMO,marketing,cash-out-list,"Retiros (cash-out)",0,0,0,0,0,0,0,0,0,0
ZIMO,marketing,coupon-deals,"Cupones / deals",1,1,1,1,0,0,0,0,0,1
ZIMO,marketing,customer-list,Clientes,0,0,0,0,0,0,0,0,0,0
ZIMO,marketing,dashboard,Dashboard,0,1,1,1,0,0,0,0,1,0
ZIMO,marketing,driver-documents,"Documentos requeridos",0,0,0,0,0,0,0,0,0,0
ZIMO,marketing,drivers-moderation,"Moderación de conductores",0,0,0,0,0,0,0,0,0,0
ZIMO,marketing,earning-report,"Reporte de ganancias",0,0,0,0,0,0,0,0,0,0
ZIMO,marketing,email-templates,"Plantillas de email",0,0,0,0,0,0,0,0,0,0
ZIMO,marketing,geo-fencing-list,Geo-fencing,0,0,0,0,0,0,0,0,0,0
ZIMO,marketing,gods-view,"God's View",0,0,0,0,0,0,0,0,0,0
ZIMO,marketing,heat-map,"Mapa de calor",0,0,0,0,0,0,0,0,0,0
ZIMO,marketing,pending-delivery-person-list,"Repartidores pendientes",0,0,0,0,0,0,0,0,0,0
ZIMO,marketing,pending-provider-list,"Proveedores pendientes (legacy)",0,0,0,0,0,0,0,0,1,0
ZIMO,marketing,pending-transport-provider-list,"Conductores pendientes",0,0,0,0,0,0,0,0,0,0
ZIMO,marketing,promotions,Promociones,1,1,1,1,0,0,0,0,0,1
ZIMO,marketing,push-notification,"Notificaciones push",1,1,1,1,0,0,0,0,0,0
ZIMO,marketing,referral-history,Referidos,1,1,1,1,0,0,0,0,0,0
ZIMO,marketing,report-issue,"Reportar problema",0,0,0,0,0,0,0,0,0,0
ZIMO,marketing,ride-list,Viajes,0,0,0,0,0,0,0,0,0,0
ZIMO,marketing,search-radius,"Radio de búsqueda",0,0,0,0,0,0,0,0,0,0
ZIMO,marketing,security,Seguridad,0,0,0,0,0,0,0,0,1,0
ZIMO,marketing,service-settings,"Configuración de servicio",0,0,0,0,0,0,0,0,0,0
ZIMO,marketing,site-setting,"Configuración del sitio",0,0,0,0,0,0,0,0,0,0
ZIMO,marketing,sos-list,SOS,0,0,0,0,0,0,0,0,0,0
ZIMO,marketing,support-page-list,"Páginas de soporte",1,1,1,1,0,0,0,0,0,0
ZIMO,marketing,transport-providers-list,"Conductores (aprobados)",0,0,0,0,0,0,0,0,0,0
ZIMO,marketing,vehicle-commission-rates,"Comisiones por vehículo",0,0,0,0,0,0,0,0,0,0
